From Zone,To Zone,Distance (km),Approx. Price (Birr)
Assosa,Arsi,425,212.5
Assosa,Bale,206,103
Assosa,Borena,430,215
Assosa,Buno Bedele,911,455.5
Assosa,East Bale,73,36.5
Assosa,East Guji,988,494
Assosa,East Hararghe,908,454
Assosa,East Shewa,661,330.5
Assosa,East Wellega,466,233
Assosa,Horo Guduru Wellega,790,395
Assosa,Illubabor,610,305
Assosa,Jimma,920,460
Assosa,Kellem Wellega,985,492.5
Assosa,North Shewa,249,124.5
Assosa,Southwest Shewa,386,193
Assosa,West Arsi,665,332.5
Assosa,West Guji,82,41
Assosa,West Hararghe,510,255
Assosa,West Shewa,373,186.5
Assosa,West Wellega,435,217.5
Assosa,Aleta Chuko,793,396.5
Assosa,Aleta Wondo,443,221.5
Assosa,Aroresa,145,72.5
Assosa,Bensa,128,64
Assosa,Bona,865,432.5
Assosa,Bursa,742,371
Assosa,Dale,484,242
Assosa,Dara,250,125
Assosa,Gorche,422,211
Assosa,Hawassa Zuria,924,462
Assosa,Loka Abaya,176,88
Assosa,Malga,360,180
Assosa,Shebedino,200,100
Assosa,Wondo Genet,71,35.5
Assosa,Wonsho,217,108.5
Assosa,Gamo,877,438.5
Assosa,Gedeo,559,279.5
Assosa,Gofa,825,412.5
Assosa,Hadiya,123,61.5
Assosa,Halaba,962,481
Assosa,Kembata Tembaro,565,282.5
Assosa,Konso,778,389
Assosa,Silte,538,269
Assosa,South Omo,223,111.5
Assosa,Wolayita,811,405.5
Assosa,Afder,683,341.5
Assosa,Dollo,565,282.5
Assosa,Erer,603,301.5
Assosa,Fafan,261,130.5
Assosa,Jarar,689,344.5
Assosa,Korahe,795,397.5
Assosa,Liben,907,453.5
Assosa,Nogob,310,155
Assosa,Shabelle,240,120
Assosa,Sitti,490,245
Assosa,Central,718,359
Assosa,Eastern,817,408.5
Assosa,North Western,316,158
Assosa,Southern,989,494.5
Assosa,Western,472,236
Assosa,South Eastern,184,92
Assosa,Mekelle,433,216.5
Kamashi,Metekel,206,103
Kamashi,Mao-Komo Special,500,250
Kamashi,Dire Dawa City Administration,306,153
Kamashi,Anywaa,471,235.5
Kamashi,Majang,643,321.5
Kamashi,Nuer,443,221.5
Kamashi,Itang Special,278,139
Kamashi,Harari Regional State,219,109.5
Kamashi,Arsi,456,228
Kamashi,Bale,676,338
Kamashi,Borena,164,82
Kamashi,Buno Bedele,67,33.5
Kamashi,East Bale,865,432.5
Kamashi,East Guji,177,88.5
Kamashi,East Hararghe,806,403
Kamashi,East Shewa,642,321
Kamashi,East Wellega,679,339.5
Kamashi,Horo Guduru Wellega,823,411.5
Kamashi,Illubabor,871,435.5
Kamashi,Jimma,891,445.5
Kamashi,Kellem Wellega,291,145.5
Kamashi,North Shewa,507,253.5
Kamashi,Southwest Shewa,238,119
Kamashi,West Arsi,635,317.5
Kamashi,West Guji,50,25
Kamashi,West Hararghe,101,50.5
Kamashi,West Shewa,120,60
Kamashi,West Wellega,914,457
Kamashi,Aleta Chuko,197,98.5
Kamashi,Aleta Wondo,695,347.5
Kamashi,Aroresa,827,413.5
Kamashi,Bensa,581,290.5
Kamashi,Bona,368,184
Kamashi,Bursa,691,345.5
Kamashi,Dale,706,353
Kamashi,Dara,505,252.5
Kamashi,Gorche,585,292.5
Kamashi,Hawassa Zuria,925,462.5
Kamashi,Loka Abaya,751,375.5
Kamashi,Malga,202,101
Kamashi,Shebedino,934,467
Kamashi,Wondo Genet,345,172.5
Kamashi,Wonsho,973,486.5
Kamashi,Gamo,251,125.5
Kamashi,Gedeo,738,369
Kamashi,Gofa,153,76.5
Kamashi,Hadiya,832,416
Kamashi,Halaba,933,466.5
Kamashi,Kembata Tembaro,502,251
Kamashi,Konso,148,74
Kamashi,Silte,678,339
Kamashi,South Omo,825,412.5
Kamashi,Wolayita,320,160
Kamashi,Afder,664,332
Kamashi,Dollo,876,438
Kamashi,Erer,558,279
Kamashi,Fafan,454,227
Kamashi,Jarar,162,81
Kamashi,Korahe,594,297
Kamashi,Liben,413,206.5
Kamashi,Nogob,957,478.5
Kamashi,Shabelle,944,472
Kamashi,Sitti,698,349
Kamashi,Central,977,488.5
Kamashi,Eastern,858,429
Kamashi,North Western,608,304
Kamashi,Southern,180,90
Kamashi,Western,701,350.5
Kamashi,South Eastern,457,228.5
Kamashi,Mekelle,764,382
Metekel,Mao-Komo Special,511,255.5
Metekel,Dire Dawa City Administration,809,404.5
Metekel,Anywaa,161,80.5
Metekel,Majang,818,409
Metekel,Nuer,683,341.5
Metekel,Itang Special,409,204.5
Metekel,Harari Regional State,798,399
Metekel,Arsi,353,176.5
Metekel,Bale,714,357
Metekel,Borena,362,181
Metekel,Buno Bedele,287,143.5
Metekel,East Bale,234,117
Metekel,East Guji,949,474.5
Metekel,East Hararghe,434,217
Metekel,East Shewa,268,134
Metekel,East Wellega,703,351.5
Metekel,Horo Guduru Wellega,814,407
Metekel,Illubabor,955,477.5
Metekel,Jimma,989,494.5
Metekel,Kellem Wellega,667,333.5
Metekel,North Shewa,658,329
Metekel,Southwest Shewa,719,359.5
Metekel,West Arsi,381,190.5
Metekel,West Guji,393,196.5
Metekel,West Hararghe,784,392
Metekel,West Shewa,443,221.5
Metekel,West Wellega,496,248
Metekel,Aleta Chuko,579,289.5
Metekel,Aleta Wondo,840,420
Metekel,Aroresa,877,438.5
Metekel,Bensa,127,63.5
Metekel,Bona,568,284
Metekel,Bursa,609,304.5
Metekel,Dale,121,60.5
Metekel,Dara,56,28
Metekel,Gorche,204,102
Metekel,Hawassa Zuria,736,368
Metekel,Loka Abaya,417,208.5
Metekel,Malga,442,221
Metekel,Shebedino,806,403
Metekel,Wondo Genet,386,193
Metekel,Wonsho,322,161
Metekel,Gamo,744,372
Metekel,Gedeo,676,338
Metekel,Gofa,929,464.5
Metekel,Hadiya,140,70
Metekel,Halaba,337,168.5
Metekel,Kembata Tembaro,976,488
Metekel,Konso,592,296
Metekel,Silte,921,460.5
Metekel,South Omo,327,163.5
Metekel,Wolayita,602,301
Metekel,Afder,55,27.5
Metekel,Dollo,323,161.5
Metekel,Erer,628,314
Metekel,Fafan,536,268
Metekel,Jarar,521,260.5
Metekel,Korahe,359,179.5
Metekel,Liben,587,293.5
Metekel,Nogob,772,386
Metekel,Shabelle,847,423.5
Metekel,Sitti,128,64
Metekel,Central,578,289
Metekel,Eastern,337,168.5
Metekel,North Western,733,366.5
Metekel,Southern,189,94.5
Metekel,Western,523,261.5
Metekel,South Eastern,544,272
Metekel,Mekelle,850,425
Mao-Komo Special,Dire Dawa City Administration,689,344.5
Mao-Komo Special,Anywaa,862,431
Mao-Komo Special,Majang,594,297
Mao-Komo Special,Nuer,895,447.5
Mao-Komo Special,Itang Special,874,437
Mao-Komo Special,Harari Regional State,363,181.5
Mao-Komo Special,Arsi,117,58.5
Mao-Komo Special,Bale,468,234
Mao-Komo Special,Borena,908,454
Mao-Komo Special,Buno Bedele,258,129
Mao-Komo Special,East Bale,253,126.5
Mao-Komo Special,East Guji,111,55.5
Mao-Komo Special,East Hararghe,651,325.5
Mao-Komo Special,East Shewa,947,473.5
Mao-Komo Special,East Wellega,557,278.5
Mao-Komo Special,Horo Guduru Wellega,427,213.5
Mao-Komo Special,Illubabor,131,65.5
Mao-Komo Special,Jimma,139,69.5
Mao-Komo Special,Kellem Wellega,649,324.5
Mao-Komo Special,North Shewa,550,275
Mao-Komo Special,Southwest Shewa,451,225.5
Mao-Komo Special,West Arsi,163,81.5
Mao-Komo Special,West Guji,822,411
Mao-Komo Special,West Hararghe,324,162
Mao-Komo Special,West Shewa,773,386.5
Mao-Komo Special,West Wellega,996,498
Mao-Komo Special,Aleta Chuko,247,123.5
Mao-Komo Special,Aleta Wondo,994,497
Mao-Komo Special,Aroresa,184,92
Mao-Komo Special,Bensa,539,269.5
Mao-Komo Special,Bona,50,25
Mao-Komo Special,Bursa,952,476
Mao-Komo Special,Dale,982,491
Mao-Komo Special,Dara,732,366
Mao-Komo Special,Gorche,251,125.5
Mao-Komo Special,Hawassa Zuria,671,335.5
Mao-Komo Special,Loka Abaya,541,270.5
Mao-Komo Special,Malga,514,257
Mao-Komo Special,Shebedino,745,372.5
Mao-Komo Special,Wondo Genet,749,374.5
Mao-Komo Special,Wonsho,922,461
Mao-Komo Special,Gamo,746,373
Mao-Komo Special,Gedeo,355,177.5
Mao-Komo Special,Gofa,673,336.5
Mao-Komo Special,Hadiya,936,468
Mao-Komo Special,Halaba,135,67.5
Mao-Komo Special,Kembata Tembaro,337,168.5
Mao-Komo Special,Konso,997,498.5
Mao-Komo Special,Silte,799,399.5
Mao-Komo Special,South Omo,845,422.5
Mao-Komo Special,Wolayita,241,120.5
Mao-Komo Special,Afder,556,278
Mao-Komo Special,Dollo,746,373
Mao-Komo Special,Erer,756,378
Mao-Komo Special,Fafan,262,131
Mao-Komo Special,Jarar,436,218
Mao-Komo Special,Korahe,588,294
Mao-Komo Special,Liben,608,304
Mao-Komo Special,Nogob,348,174
Mao-Komo Special,Shabelle,367,183.5
Mao-Komo Special,Sitti,119,59.5
Mao-Komo Special,Central,157,78.5
Mao-Komo Special,Eastern,881,440.5
Mao-Komo Special,North Western,217,108.5
Mao-Komo Special,Southern,733,366.5
Mao-Komo Special,Western,553,276.5
Mao-Komo Special,South Eastern,690,345
Mao-Komo Special,Mekelle,998,499
Dire Dawa City Administration,Anywaa,643,321.5
Dire Dawa City Administration,Majang,573,286.5
Dire Dawa City Administration,Nuer,547,273.5
Dire Dawa City Administration,Itang Special,665,332.5
Dire Dawa City Administration,Harari Regional State,672,336
Dire Dawa City Administration,Arsi,181,90.5
Dire Dawa City Administration,Bale,50,25
Dire Dawa City Administration,Borena,790,395
Dire Dawa City Administration,Buno Bedele,871,435.5
Dire Dawa City Administration,East Bale,353,176.5
Dire Dawa City Administration,East Guji,936,468
Dire Dawa City Administration,East Hararghe,987,493.5
Dire Dawa City Administration,East Shewa,998,499
Dire Dawa City Administration,East Wellega,408,204
Dire Dawa City Administration,Horo Guduru Wellega,820,410
Dire Dawa City Administration,Illubabor,935,467.5
Dire Dawa City Administration,Jimma,945,472.5
Dire Dawa City Administration,Kellem Wellega,641,320.5
Dire Dawa City Administration,North Shewa,810,405
Dire Dawa City Administration,Southwest Shewa,639,319.5
Dire Dawa City Administration,West Arsi,753,376.5
Dire Dawa City Administration,West Guji,289,144.5
Dire Dawa City Administration,West Hararghe,522,261
Dire Dawa City Administration,West Shewa,570,285
Dire Dawa City Administration,West Wellega,182,91
Dire Dawa City Administration,Aleta Chuko,636,318
Dire Dawa City Administration,Aleta Wondo,325,162.5
Dire Dawa City Administration,Aroresa,68,34
Dire Dawa City Administration,Bensa,189,94.5
Dire Dawa City Administration,Bona,592,296
Dire Dawa City Administration,Bursa,532,266
Dire Dawa City Administration,Dale,61,30.5
Dire Dawa City Administration,Dara,402,201
Dire Dawa City Administration,Gorche,299,149.5
Dire Dawa City Administration,Hawassa Zuria,737,368.5
Dire Dawa City Administration,Loka Abaya,642,321
Dire Dawa City Administration,Malga,321,160.5
Dire Dawa City Administration,Shebedino,905,452.5
Dire Dawa City Administration,Wondo Genet,645,322.5
Dire Dawa City Administration,Wonsho,187,93.5
Dire Dawa City Administration,Gamo,425,212.5
Dire Dawa City Administration,Gedeo,746,373
Dire Dawa City Administration,Gofa,435,217.5
Dire Dawa City Administration,Hadiya,853,426.5
Dire Dawa City Administration,Halaba,472,236
Dire Dawa City Administration,Kembata Tembaro,530,265
Dire Dawa City Administration,Konso,160,80
Dire Dawa City Administration,Silte,572,286
Dire Dawa City Administration,South Omo,551,275.5
Dire Dawa City Administration,Wolayita,731,365.5
Dire Dawa City Administration,Afder,909,454.5
Dire Dawa City Administration,Dollo,631,315.5
Dire Dawa City Administration,Erer,66,33
Dire Dawa City Administration,Fafan,591,295.5
Dire Dawa City Administration,Jarar,767,383.5
Dire Dawa City Administration,Korahe,748,374
Dire Dawa City Administration,Liben,441,220.5
Dire Dawa City Administration,Nogob,333,166.5
Dire Dawa City Administration,Shabelle,885,442.5
Dire Dawa City Administration,Sitti,382,191
Dire Dawa City Administration,Central,327,163.5
Dire Dawa City Administration,Eastern,722,361
Dire Dawa City Administration,North Western,497,248.5
Dire Dawa City Administration,Southern,410,205
Dire Dawa City Administration,Western,629,314.5
Dire Dawa City Administration,South Eastern,749,374.5
Dire Dawa City Administration,Mekelle,245,122.5
Anywaa,Majang,755,377.5
Anywaa,Nuer,67,33.5
Anywaa,Itang Special,449,224.5
Anywaa,Harari Regional State,983,491.5
Anywaa,Arsi,681,340.5
Anywaa,Bale,758,379
Anywaa,Borena,769,384.5
Anywaa,Buno Bedele,825,412.5
Anywaa,East Bale,259,129.5
Anywaa,East Guji,519,259.5
Anywaa,East Hararghe,691,345.5
Anywaa,East Shewa,437,218.5
Anywaa,East Wellega,655,327.5
Anywaa,Horo Guduru Wellega,499,249.5
Anywaa,Illubabor,224,112
Anywaa,Jimma,735,367.5
Anywaa,Kellem Wellega,134,67
Anywaa,North Shewa,921,460.5
Anywaa,Southwest Shewa,154,77
Anywaa,West Arsi,274,137
Anywaa,West Guji,370,185
Anywaa,West Hararghe,716,358
Anywaa,West Shewa,297,148.5
Anywaa,West Wellega,148,74
Anywaa,Aleta Chuko,781,390.5
Anywaa,Aleta Wondo,341,170.5
Anywaa,Aroresa,161,80.5
Anywaa,Bensa,530,265
Anywaa,Bona,880,440
Anywaa,Bursa,875,437.5
Anywaa,Dale,951,475.5
Anywaa,Dara,165,82.5
Anywaa,Gorche,478,239
Anywaa,Hawassa Zuria,405,202.5
Anywaa,Loka Abaya,799,399.5
Anywaa,Malga,615,307.5
Anywaa,Shebedino,832,416
Anywaa,Wondo Genet,77,38.5
Anywaa,Wonsho,487,243.5
Anywaa,Gamo,761,380.5
Anywaa,Gedeo,658,329
Anywaa,Gofa,424,212
Anywaa,Hadiya,822,411
Anywaa,Halaba,871,435.5
Anywaa,Kembata Tembaro,589,294.5
Anywaa,Konso,460,230
Anywaa,Silte,945,472.5
Anywaa,South Omo,454,227
Anywaa,Wolayita,176,88
Anywaa,Afder,893,446.5
Anywaa,Dollo,750,375
Anywaa,Erer,697,348.5
Anywaa,Fafan,696,348
Anywaa,Jarar,91,45.5
Anywaa,Korahe,764,382
Anywaa,Liben,644,322
Anywaa,Nogob,916,458
Anywaa,Shabelle,224,112
Anywaa,Sitti,973,486.5
Anywaa,Central,665,332.5
Anywaa,Eastern,128,64
Anywaa,North Western,860,430
Anywaa,Southern,692,346
Anywaa,Western,459,229.5
Anywaa,South Eastern,613,306.5
Anywaa,Mekelle,597,298.5
Majang,Nuer,859,429.5
Majang,Itang Special,731,365.5
Majang,Harari Regional State,741,370.5
Majang,Arsi,921,460.5
Majang,Bale,684,342
Majang,Borena,662,331
Majang,Buno Bedele,790,395
Majang,East Bale,528,264
Majang,East Guji,76,38
Majang,East Hararghe,726,363
Majang,East Shewa,263,131.5
Majang,East Wellega,456,228
Majang,Horo Guduru Wellega,740,370
Majang,Illubabor,322,161
Majang,Jimma,454,227
Majang,Kellem Wellega,626,313
Majang,North Shewa,638,319
Majang,Southwest Shewa,670,335
Majang,West Arsi,295,147.5
Majang,West Guji,193,96.5
Majang,West Hararghe,911,455.5
Majang,West Shewa,696,348
Majang,West Wellega,260,130
Majang,Aleta Chuko,534,267
Majang,Aleta Wondo,984,492
Majang,Aroresa,82,41
Majang,Bensa,643,321.5
Majang,Bona,590,295
Majang,Bursa,419,209.5
Majang,Dale,729,364.5
Majang,Dara,877,438.5
Majang,Gorche,668,334
Majang,Hawassa Zuria,438,219
Majang,Loka Abaya,623,311.5
Majang,Malga,798,399
Majang,Shebedino,583,291.5
Majang,Wondo Genet,413,206.5
Majang,Wonsho,659,329.5
Majang,Gamo,901,450.5
Majang,Gedeo,72,36
Majang,Gofa,580,290
Majang,Hadiya,865,432.5
Majang,Halaba,218,109
Majang,Kembata Tembaro,64,32
Majang,Konso,589,294.5
Majang,Silte,236,118
Majang,South Omo,945,472.5
Majang,Wolayita,719,359.5
Majang,Afder,762,381
Majang,Dollo,961,480.5
Majang,Erer,516,258
Majang,Fafan,793,396.5
Majang,Jarar,505,252.5
Majang,Korahe,761,380.5
Majang,Liben,93,46.5
Majang,Nogob,463,231.5
Majang,Shabelle,832,416
Majang,Sitti,844,422
Majang,Central,460,230
Majang,Eastern,550,275
Majang,North Western,485,242.5
Majang,Southern,723,361.5
Majang,Western,767,383.5
Majang,South Eastern,331,165.5
Majang,Mekelle,67,33.5
Nuer,Itang Special,120,60
Nuer,Harari Regional State,783,391.5
Nuer,Arsi,282,141
Nuer,Bale,444,222
Nuer,Borena,874,437
Nuer,Buno Bedele,797,398.5
Nuer,East Bale,776,388
Nuer,East Guji,873,436.5
Nuer,East Hararghe,466,233
Nuer,East Shewa,102,51
Nuer,East Wellega,88,44
Nuer,Horo Guduru Wellega,607,303.5
Nuer,Illubabor,927,463.5
Nuer,Jimma,125,62.5
Nuer,Kellem Wellega,975,487.5
Nuer,North Shewa,917,458.5
Nuer,Southwest Shewa,61,30.5
Nuer,West Arsi,896,448
Nuer,West Guji,416,208
Nuer,West Hararghe,649,324.5
Nuer,West Shewa,66,33
Nuer,West Wellega,450,225
Nuer,Aleta Chuko,806,403
Nuer,Aleta Wondo,300,150
Nuer,Aroresa,450,225
Nuer,Bensa,948,474
Nuer,Bona,574,287
Nuer,Bursa,247,123.5
Nuer,Dale,67,33.5
Nuer,Dara,915,457.5
Nuer,Gorche,322,161
Nuer,Hawassa Zuria,361,180.5
Nuer,Loka Abaya,539,269.5
Nuer,Malga,875,437.5
Nuer,Shebedino,357,178.5
Nuer,Wondo Genet,520,260
Nuer,Wonsho,737,368.5
Nuer,Gamo,359,179.5
Nuer,Gedeo,378,189
Nuer,Gofa,156,78
Nuer,Hadiya,705,352.5
Nuer,Halaba,611,305.5
Nuer,Kembata Tembaro,596,298
Nuer,Konso,852,426
Nuer,Silte,919,459.5
Nuer,South Omo,99,49.5
Nuer,Wolayita,694,347
Nuer,Afder,220,110
Nuer,Dollo,407,203.5
Nuer,Erer,603,301.5
Nuer,Fafan,572,286
Nuer,Jarar,743,371.5
Nuer,Korahe,374,187
Nuer,Liben,578,289
Nuer,Nogob,712,356
Nuer,Shabelle,144,72
Nuer,Sitti,615,307.5
Nuer,Central,320,160
Nuer,Eastern,54,27
Nuer,North Western,580,290
Nuer,Southern,994,497
Nuer,Western,671,335.5
Nuer,South Eastern,558,279
Nuer,Mekelle,530,265
Itang Special,Harari Regional State,545,272.5
Itang Special,Arsi,361,180.5
Itang Special,Bale,503,251.5
Itang Special,Borena,63,31.5
Itang Special,Buno Bedele,175,87.5
Itang Special,East Bale,362,181
Itang Special,East Guji,103,51.5
Itang Special,East Hararghe,801,400.5
Itang Special,East Shewa,929,464.5
Itang Special,East Wellega,990,495
Itang Special,Horo Guduru Wellega,490,245
Itang Special,Illubabor,893,446.5
Itang Special,Jimma,402,201
Itang Special,Kellem Wellega,519,259.5
Itang Special,North Shewa,66,33
Itang Special,Southwest Shewa,819,409.5
Itang Special,West Arsi,72,36
Itang Special,West Guji,116,58
Itang Special,West Hararghe,566,283
Itang Special,West Shewa,669,334.5
Itang Special,West Wellega,201,100.5
Itang Special,Aleta Chuko,369,184.5
Itang Special,Aleta Wondo,909,454.5
Itang Special,Aroresa,234,117
Itang Special,Bensa,273,136.5
Itang Special,Bona,992,496
Itang Special,Bursa,435,217.5
Itang Special,Dale,802,401
Itang Special,Dara,429,214.5
Itang Special,Gorche,285,142.5
Itang Special,Hawassa Zuria,619,309.5
Itang Special,Loka Abaya,69,34.5
Itang Special,Malga,892,446
Itang Special,Shebedino,163,81.5
Itang Special,Wondo Genet,910,455
Itang Special,Wonsho,229,114.5
Itang Special,Gamo,917,458.5
Itang Special,Gedeo,905,452.5
Itang Special,Gofa,497,248.5
Itang Special,Hadiya,138,69
Itang Special,Halaba,290,145
Itang Special,Kembata Tembaro,144,72
Itang Special,Konso,772,386
Itang Special,Silte,777,388.5
Itang Special,South Omo,457,228.5
Itang Special,Wolayita,350,175
Itang Special,Afder,473,236.5
Itang Special,Dollo,671,335.5
Itang Special,Erer,473,236.5
Itang Special,Fafan,459,229.5
Itang Special,Jarar,237,118.5
Itang Special,Korahe,334,167
Itang Special,Liben,652,326
Itang Special,Nogob,225,112.5
Itang Special,Shabelle,950,475
Itang Special,Sitti,219,109.5
Itang Special,Central,717,358.5
Itang Special,Eastern,910,455
Itang Special,North Western,720,360
Itang Special,Southern,489,244.5
Itang Special,Western,396,198
Itang Special,South Eastern,407,203.5
Itang Special,Mekelle,774,387
Harari Regional State,Arsi,61,30.5
Harari Regional State,Bale,656,328
Harari Regional State,Borena,153,76.5
Harari Regional State,Buno Bedele,784,392
Harari Regional State,East Bale,556,278
Harari Regional State,East Guji,304,152
Harari Regional State,East Hararghe,945,472.5
Harari Regional State,East Shewa,380,190
Harari Regional State,East Wellega,873,436.5
Harari Regional State,Horo Guduru Wellega,963,481.5
Harari Regional State,Illubabor,98,49
Harari Regional State,Jimma,440,220
Harari Regional State,Kellem Wellega,178,89
Harari Regional State,North Shewa,80,40
Harari Regional State,Southwest Shewa,298,149
Harari Regional State,West Arsi,171,85.5
Harari Regional State,West Guji,937,468.5
Harari Regional State,West Hararghe,152,76
Harari Regional State,West Shewa,239,119.5
Harari Regional State,West Wellega,894,447
Harari Regional State,Aleta Chuko,548,274
Harari Regional State,Aleta Wondo,185,92.5
Harari Regional State,Aroresa,168,84
Harari Regional State,Bensa,443,221.5
Harari Regional State,Bona,924,462
Harari Regional State,Bursa,611,305.5
Harari Regional State,Dale,410,205
Harari Regional State,Dara,623,311.5
Harari Regional State,Gorche,887,443.5
Harari Regional State,Hawassa Zuria,147,73.5
Harari Regional State,Loka Abaya,873,436.5
Harari Regional State,Malga,811,405.5
Harari Regional State,Shebedino,595,297.5
Harari Regional State,Wondo Genet,234,117
Harari Regional State,Wonsho,221,110.5
Harari Regional State,Gamo,99,49.5
Harari Regional State,Gedeo,869,434.5
Harari Regional State,Gofa,206,103
Harari Regional State,Hadiya,311,155.5
Harari Regional State,Halaba,861,430.5
Harari Regional State,Kembata Tembaro,110,55
Harari Regional State,Konso,289,144.5
Harari Regional State,Silte,411,205.5
Harari Regional State,South Omo,449,224.5
Harari Regional State,Wolayita,574,287
Harari Regional State,Afder,803,401.5
Harari Regional State,Dollo,967,483.5
Harari Regional State,Erer,972,486
Harari Regional State,Fafan,146,73
Harari Regional State,Jarar,122,61
Harari Regional State,Korahe,547,273.5
Harari Regional State,Liben,733,366.5
Harari Regional State,Nogob,328,164
Harari Regional State,Shabelle,341,170.5
Harari Regional State,Sitti,657,328.5
Harari Regional State,Central,607,303.5
Harari Regional State,Eastern,926,463
Harari Regional State,North Western,378,189
Harari Regional State,Southern,228,114
Harari Regional State,Western,263,131.5
Harari Regional State,South Eastern,271,135.5
Harari Regional State,Mekelle,591,295.5
Arsi,Bale,423,211.5
Arsi,Borena,822,411
Arsi,Buno Bedele,304,152
Arsi,East Bale,80,40
Arsi,East Guji,351,175.5
Arsi,East Hararghe,335,167.5
Arsi,East Shewa,611,305.5
Arsi,East Wellega,865,432.5
Arsi,Horo Guduru Wellega,853,426.5
Arsi,Illubabor,62,31
Arsi,Jimma,113,56.5
Arsi,Kellem Wellega,82,41
Arsi,North Shewa,238,119
Arsi,Southwest Shewa,566,283
Arsi,West Arsi,564,282
Arsi,West Guji,167,83.5
Arsi,West Hararghe,459,229.5
Arsi,West Shewa,198,99
Arsi,West Wellega,260,130
Arsi,Aleta Chuko,162,81
Arsi,Aleta Wondo,832,416
Arsi,Aroresa,885,442.5
Arsi,Bensa,774,387
Arsi,Bona,692,346
Arsi,Bursa,355,177.5
Arsi,Dale,256,128
Arsi,Dara,102,51
Arsi,Gorche,111,55.5
Arsi,Hawassa Zuria,467,233.5
Arsi,Loka Abaya,175,87.5
Arsi,Malga,608,304
Arsi,Shebedino,418,209
Arsi,Wondo Genet,334,167
Arsi,Wonsho,196,98
Arsi,Gamo,935,467.5
Arsi,Gedeo,130,65
Arsi,Gofa,578,289
Arsi,Hadiya,421,210.5
Arsi,Halaba,109,54.5
Arsi,Kembata Tembaro,594,297
Arsi,Konso,702,351
Arsi,Silte,489,244.5
Arsi,South Omo,735,367.5
Arsi,Wolayita,452,226
Arsi,Afder,170,85
Arsi,Dollo,917,458.5
Arsi,Erer,553,276.5
Arsi,Fafan,423,211.5
Arsi,Jarar,691,345.5
Arsi,Korahe,889,444.5
Arsi,Liben,666,333
Arsi,Nogob,390,195
Arsi,Shabelle,236,118
Arsi,Sitti,433,216.5
Arsi,Central,775,387.5
Arsi,Eastern,462,231
Arsi,North Western,639,319.5
Arsi,Southern,884,442
Arsi,Western,830,415
Arsi,South Eastern,612,306
Arsi,Mekelle,611,305.5
Bale,Borena,326,163
Bale,Buno Bedele,953,476.5
Bale,East Bale,197,98.5
Bale,East Guji,758,379
Bale,East Hararghe,210,105
Bale,East Shewa,356,178
Bale,East Wellega,824,412
Bale,Horo Guduru Wellega,341,170.5
Bale,Illubabor,414,207
Bale,Jimma,143,71.5
Bale,Kellem Wellega,236,118
Bale,North Shewa,225,112.5
Bale,Southwest Shewa,386,193
Bale,West Arsi,977,488.5
Bale,West Guji,296,148
Bale,West Hararghe,580,290
Bale,West Shewa,598,299
Bale,West Wellega,567,283.5
Bale,Aleta Chuko,470,235
Bale,Aleta Wondo,84,42
Bale,Aroresa,591,295.5
Bale,Bensa,130,65
Bale,Bona,782,391
Bale,Bursa,607,303.5
Bale,Dale,516,258
Bale,Dara,624,312
Bale,Gorche,671,335.5
Bale,Hawassa Zuria,667,333.5
Bale,Loka Abaya,357,178.5
Bale,Malga,205,102.5
Bale,Shebedino,732,366
Bale,Wondo Genet,93,46.5
Bale,Wonsho,181,90.5
Bale,Gamo,549,274.5
Bale,Gedeo,466,233
Bale,Gofa,761,380.5
Bale,Hadiya,918,459
Bale,Halaba,619,309.5
Bale,Kembata Tembaro,800,400
Bale,Konso,210,105
Bale,Silte,993,496.5
Bale,South Omo,800,400
Bale,Wolayita,419,209.5
Bale,Afder,449,224.5
Bale,Dollo,166,83
Bale,Erer,298,149
Bale,Fafan,677,338.5
Bale,Jarar,871,435.5
Bale,Korahe,851,425.5
Bale,Liben,933,466.5
Bale,Nogob,285,142.5
Bale,Shabelle,836,418
Bale,Sitti,137,68.5
Bale,Central,152,76
Bale,Eastern,130,65
Bale,North Western,647,323.5
Bale,Southern,757,378.5
Bale,Western,945,472.5
Bale,South Eastern,893,446.5
Bale,Mekelle,519,259.5
Borena,Buno Bedele,175,87.5
Borena,East Bale,361,180.5
Borena,East Guji,661,330.5
Borena,East Hararghe,887,443.5
Borena,East Shewa,497,248.5
Borena,East Wellega,117,58.5
Borena,Horo Guduru Wellega,717,358.5
Borena,Illubabor,244,122
Borena,Jimma,69,34.5
Borena,Kellem Wellega,435,217.5
Borena,North Shewa,656,328
Borena,Southwest Shewa,800,400
Borena,West Arsi,287,143.5
Borena,West Guji,391,195.5
Borena,West Hararghe,669,334.5
Borena,West Shewa,793,396.5
Borena,West Wellega,101,50.5
Borena,Aleta Chuko,812,406
Borena,Aleta Wondo,750,375
Borena,Aroresa,89,44.5
Borena,Bensa,634,317
Borena,Bona,974,487
Borena,Bursa,109,54.5
Borena,Dale,542,271
Borena,Dara,441,220.5
Borena,Gorche,329,164.5
Borena,Hawassa Zuria,366,183
Borena,Loka Abaya,189,94.5
Borena,Malga,208,104
Borena,Shebedino,899,449.5
Borena,Wondo Genet,522,261
Borena,Wonsho,646,323
Borena,Gamo,757,378.5
Borena,Gedeo,191,95.5
Borena,Gofa,613,306.5
Borena,Hadiya,611,305.5
Borena,Halaba,710,355
Borena,Kembata Tembaro,918,459
